0,85770751;0,695833333;0,02851709;0,000552296;0,024844681;0,000392642;0,41569844;0,382495941;0,498527228;0,359314081;0,472014946;0,627058849;0,148007629;0,498527228
0,442687747;0,495833333;0,009505703;0,00025302;0,007453414;0,000263392;0,006196747;0;0,016936672;0,000779423;0,789179107;0,184705887;0,538899446;0,016936672
0,794466403;0,125;0,032319508;0,00077865;0,024844739;0,000739793;0,857733071;0,816045359;0,926362372;0,823850294;0,2723881;0,66352939;0,29222011;0,926362372
0,122529644;0,675;0,058935346;0,001796471;0,201242224;0,004868604;0,303898806;0,28849272;0,350515469;0,268901024;0,630597024;0,427058839;0,309297926;0,350515469
0,23715415;0,775;0,049429648;0,001528008;0,05838508;0,001388893;0,345726847;0,322528349;0,407952878;0,301636779;0,563432863;0,511764721;0,240986714;0,407952878
0,584980237;0,725;0,053231933;0,001076974;0,068322971;0,001388893;0,343919444;0,330632084;0,394698092;0,302416195;0,632462694;0,456470584;0,259962078;0,394698092
0,774703557;0,908333333;0,047528506;0,001587217;0,026086944;0,000408753;0,123676735;0,102917342;0,118556708;0,148869823;0,651119408;0,136470593;0,757115772;0,140648003
0,110671937;0,416666667;0,013307984;0,000242751;0,013664595;0,000109535;0,037696876;0,050243113;0,041973491;0,021044426;0,908582094;0,161176475;0,455407984;0,045655376
0;0,291666667;0,416349839;0,269688996;0,206211162;0,148134339;0,14872193;0,10210697;0,202503677;0,136399064;0,46455225;0,424705879;0,481973453;0,202503677
0,268774704;0,308333333;0,106463893;0,008275947;0,088198742;0,006809883;0,149496523;0,149108595;0,186303379;0,110678096;0,783582093;0,343529416;0,288425064;0,186303379
0,596837945;0,3;0,152091246;0,001338854;0,021118009;0,000490802;0,184869612;0,170178288;0,220176714;0,161340603;0,673507478;0,344705874;0,398481999;0,220176714
0,976284585;0,591666667;0,009505705;6,34888E-05;0,002484472;2,13727E-05;0,002581978;0;0,007363771;0;0,815298509;0,155294123;0,559772309;0,007363771
0,537549407;0,541666667;0,001901141;0,000137219;0,001242236;9,81605E-05;0,000258198;0;0,000736377;0;0,832089554;0,134117652;0,576850109;0,000736377
0,335968379;0,775;0,055133113;0,001463813;0,028571445;0,00079625;0,440743608;0,410048609;0,515463928;0,390491034;0,481343294;0,594117664;0,191650883;0,515463928
0,865612648;0,870833333;0,077946779;0,001139063;0,050931672;0,002994854;0,044926417;0,04132901;0,035346098;0,058456745;0,794776123;0,096470594;0,675521833;0,055228281
0,814229249;0,433333333;0,036121673;0,000332382;0,003726708;2,40443E-05;0,008520527;0,003241491;0,019145802;0,00233827;0,794776123;0,184705887;0,533206845;0,019145802
0,019762846;0,166666667;0,057034221;0,0020167;0,03602484;0,001520135;0,136586625;0,136953008;0,170103087;0,100545591;0,792910452;0,324705873;0,309297926;0,170103087
0,798418972;0,7125;0,127376424;0,002598484;0,080745343;0,001229947;0,382907319;0,360615876;0,451399139;0,331254845;0,55783582;0,550588253;0,184060758;0,451399139
0,956521739;0,454166667;0,15209127;0,004396156;0,034782587;0,001322802;0,333591542;0,326580246;0,37334314;0,297739653;0,679104487;0,40117648;0,301707817;0,37334314
0,57312253;0,358333333;0,346007615;0,004636301;0,013664586;0,000414139;0,334366135;0,33549433;0,360088354;0,305533906;0,73507463;0,334117639;0,352941197;0,360088354
0,723320158;0,558333333;0,024714832;0,000616723;0,004968944;0,000196321;0,003872967;0,002431118;0,008100147;0,000779423;0,822761196;0,152941181;0,555977243;0,008100147
0,699604743;0,4875;0,015209122;0,000343586;0,01987577;0,000149609;0,041311644;0,057536468;0,042709869;0,024162119;0,932835823;0,1482353;0,451612914;0,052282769
0,517786561;0,5125;0,091254758;0,003181907;0,033540371;0,001114053;0,043119029;0,016207456;0,075846837;0,034294622;0,634328363;0,298823536;0,512333982;0,075846837
0,324110672;0,070833333;0,013307999;0,000137218;0,019875727;0,000328508;0,787503231;0,725283604;0,868924876;0,759937641;0,152985069;0,708235281;0,341555992;0,868924876
0,494071146;0,941666667;0,03231939;0,000242751;0,022360249;0,00035265;0,040278854;0,030794166;0,027982327;0,062353857;0,755597022;0,082352948;0,738140425;0,058910162
0,885375494;0,195833333;0,01140685;0,000425158;0,009937889;0,000248329;0,0580945;0,040518637;0,093519881;0,037412315;0,694029862;0,315294129;0,425047454;0,093519881
0,051383399;0,454166667;0,011406843;0,000134447;0,009937887;0,000213727;0,011102505;0;0,025773195;0,006235386;0,753731349;0,204705888;0,54269451;0,025773195
0,015810277;0,829166667;0,074144508;0,001683944;0,099378866;0,001885091;0,357603927;0,331442456;0,426362312;0,309431004;0,539179123;0,545882344;0,210626213;0,426362312
0,308300395;0,2125;0,019011423;0,0003884;0,019875727;0,000438139;0,768138451;0,734197717;0,842415336;0,720966478;0,354477635;0,66941179;0,199241025;0,842415336
0,067193676;0,3;0,211026619;0,010072307;0,288198742;0,020763603;0,100180739;0,065640195;0,150220908;0,080280594;0,563432863;0,395294133;0,428842517;0,150220908
0,841897233;0,979166667;0,096958161;0,001933768;0,067080726;0,001434621;0,12212755;0,103727714;0,102356409;0,160561188;0,667910452;0,065882358;0,853889937;0,151693673
0,367588933;0,5375;0,005703422;3,36117E-05;0,007453414;3,20591E-05;0,021172219;0,012965965;0,040500735;0,008573655;0,770522393;0,229411767;0,485768512;0,040500735
0,209486166;0,545833333;0,024714833;0,000834672;0,044720494;0,001520696;0,012651691;0,006482982;0,024300442;0,006235386;0,787313437;0,190588237;0,531309314;0,024300442
0,418972332;0,5625;0,06463879;0,00101582;0,047204964;0,000951085;0,148980121;0,122366298;0,19661266;0,123928299;0,602611944;0,395294133;0,388994325;0,19661266
0,363636364;0,9375;0,060836502;0,002718813;0,044720492;0,000673241;0,087270849;0,069692055;0,071428572;0,120810602;0,684701496;0,076470593;0,819734356;0,114138443
0,964426877;0,991666667;0,068441068;0,001299653;0,033540368;0,000440813;0,102762721;0,078606161;0,101620026;0,127045974;0,634328363;0,150588241;0,751423161;0,120029447
0,185770751;0,675;0,039923954;0,001078721;0,03229814;0,001184452;0,134004643;0,119935175;0,108983803;0,173811383;0,694029862;0,043529421;0,86337761;0,164212083
0,940711462;0,4625;0,009505703;6,34887E-05;0,007453416;0,000128236;0,038729666;0,051053485;0,04418262;0,021044426;0,906716421;0,167058828;0,447817855;0,047864507
0,723320158;0,558333333;0,032319395;0,000494751;0,039751551;0,000674385;0,023754197;0,01701783;0,038291605;0,014809041;0,779850748;0,207058827;0,512333982;0,038291605
0,42687747;0,5625;0,001901141;0,000137219;0,001242236;9,81605E-05;0,000258198;0;0,000736377;0;0,832089554;0,134117652;0,576850109;0,000736377
0,434782609;0,979166667;0,108365035;0,002112462;0,130434789;0,002967306;0,180480261;0,15397082;0,148748162;0,239282915;0,593283596;0,02235295;1;0,226067738
0,608695652;0,120833333;0,06463879;0,00209006;0,001242236;9,81605E-05;0,008778724;0,0089141;0,010309279;0,007014809;0,832089554;0,141176476;0,56546491;0,010309279
0,754940711;0,608333333;0,036121686;0,000511645;0,017391308;0,00011755;0,127807909;0,101296598;0,114138443;0,167575996;0,61007464;0,096470594;0,86337761;0,158321067
